number,coreid,refcode,name,mofid-v1,LCD (Å),PLD (Å),LFPD (Å),Density (g/cm3),ASA (A2),ASA (m2/cm3),ASA (m2/g),NASA (A2),NASA (m2/cm3),NASA (m2/g),PV (A3),VF,PV (cm3/g),NAV (A3),NAV_VF,NPV (cm3/g),structure_dimension,topology(SingleNodes),topology(SingleNodes)-zeo,topology(AllNodes),topology(AllNodes)-zeo,catenation,dimension_by_topo,hall,number_spacegroup,Metal Types,Has OMS,OMS Types,Charge,average_atomic_mass,Heat_capacity@300K (J/g/K),std @ 300 K (J/g/K),Heat_capacity@350K (J/g/K),std @ 350 K (J/g/K),Heat_capacity@400K (J/g/K),std @ 400 K (J/g/K),k_cp (J/g/K/K),cp0 (J/g/K),natoms,Source,DOI,Year,Time,Publication,Extension,unmodified,Thermal_stability (℃),Solvent_stability,Water_stability,KH_Classes,memo
1084,2017[Co][nan]3[FSR]13,ja7b06397_si_002_FSR_pacman,-,[Co].[O-]C(=O)c1cc(C(=O)[O-])c(cc1[O])[O] MOFid-v1.unknown.cat0;ja7b06397_si_002_FSR_pacman,11.02444,9.92155,11.02444,1.19054,203.805,1561.3,1311.42,0,0,0,836.995,0.6412,0.538577,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,"P 32 2""",154,Co,Yes,Co,PACMAN-DDEC6,17.33134833,0.704730102,0.04586878,0.779528487,0.068378192,0.833543691,0.096983309,0.001362966,0.357330857,54,SI,10.1021/jacs.7b06397,2017,2017/10/19,ACS,Free Solvent Removed,FALSE,230.9,0.92876613,0.180285714,weak,
1085,2017[Co][nan]3[FSR]14,ja7b06397_si_003_FSR_pacman,-,[Co].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-] MOFid-v1.unknown.cat0;ja7b06397_si_003_FSR_pacman,11.27084,10.75758,11.27084,1.18753,205.288,1568.67,1320.96,0,0,0,837.29,0.6398,0.538767,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,P 6c 2c,182,Co,Yes,Co,PACMAN-DDEC6,17.33134833,0.709814547,0.045944122,0.779838035,0.06847909,0.831329221,0.096716685,0.000698908,0.299992291,54,SI,10.1021/jacs.7b06397,2017,2017/10/19,ACS,Free Solvent Removed,FALSE,229.5,0.9356077,0.180285714,weak,
1086,2017[Zn][muo]3[FSR]1,ja7b08347_si_002_FSR_pacman,-,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)NC1=NC(=[N]=C([N]1)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.muo.cat0;ja7b08347_si_002_FSR_pacman,26.10837,25.14725,26.10837,0.343786,5212.81,1655.91,4816.68,0,0,0,27444.3,0.8718,2.53588,0,0,0,3,muo,unnamed,muo,unnamed,1,3,P 6c 2c,182,Zn,No,N/A,PACMAN-DDEC6,12.20431865,0.817274653,0.045502831,0.89858213,0.068537822,0.971398671,0.096871832,0.001659454,0.32422231,534,SI,10.1021/jacs.7b08347,2017,2017/9/13,ACS,Free Solvent Removed,TRUE,386.3,0.7767724,0.15,none,
1087,2017[Ni][nan]3[FSR]4,ja7b08632_si_002_FSR_pacman,-,[Ni].[O-]C(=O)C(=O)[O-].c1ncn(c1)c1ccc(cc1)C(c1ccc(cc1)n1cncc1)(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1 MOFid-v1.ERROR.cat0;ja7b08632_si_002_FSR_pacman,8.68471,5.22052,8.68471,0.754862,634.714,2098.77,2780.33,0,0,0,1963.33,0.6492,0.860025,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 2y,10,Ni,No,N/A,PACMAN-DDEC6,8.926944416,0.932483987,0.046671708,1.027366241,0.068236257,1.103620844,0.095452888,0.001034668,0.341631701,154,SI,10.1021/jacs.7b08632,2017,2017/10/11,ACS,Free Solvent Removed,TRUE,318.8,0.16573131,0.9,weak,
1088,2018[Zn][nan]3[FSR]3,ja7b09453_si_002_FSR_pacman,-,unknown,16.33465,16.24964,16.33465,0.72676,384.824,1400.12,1926.52,0,0,0,2136.14,0.7772,1.0694,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-I 4bd 2c 3,230,Zn,Yes,Zn,PACMAN-DDEC6,14.31978,0.731227419,0.046319945,0.807646728,0.068101062,0.857576153,0.094932888,0.00140575,0.357778088,84,SI,10.1021/jacs.7b09453,2018,2018/1/23,ACS,Free Solvent Removed,TRUE,367.6,0.95429146,0.510643223,weak,
1089,2018[Zn][nan]3[FSR]4,ja7b09453_si_003_FSR_pacman,-,unknown,16.26686,16.18115,16.26686,0.725095,390.23,1416.53,1953.58,0,0,0,2142.7,0.7778,1.07269,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 6c 2c,194,Zn,Yes,Zn,PACMAN-DDEC6,14.31978,0.729487369,0.046333354,0.80936711,0.06481296,0.859969171,0.093362489,0.001513328,0.534988339,84,SI,10.1021/jacs.7b09453,2018,2018/1/23,ACS,Free Solvent Removed,FALSE,367.8,0.95452493,0.510643223,weak,
1090,2017[Th][bcu]3[FSR]1,ja7b09496_si_005_FSR_pacman,-,Cc1cc(ccc1c1ccc(cc1C)C(=O)[O-])C(=O)[O-].[O][Th]123([O])[O]4[Th]56([O]3[Th]37([O]2[Th]28([O]1[Th]14([O]6[Th]([O]53)([O]21)([O]78)([O])[O])([O])[O])[O])([O])[O])[O] MOFid-v1.bcu.cat0;ja7b09496_si_005_FSR_pacman,14.00329,13.16303,14.00329,0.844032,2266.77,2092.36,2479.01,0,0,0,8396,0.775,0.918212,10.8336,0.001,0.00118479,3,bcu,unnamed,bcu,unnamed,1,3,F 2 2 3,196,Th,No,N/A,PACMAN-DDEC6,18.11364395,0.580302869,0.045374034,0.627450837,0.065650781,0.655372358,0.09456037,0.001532497,0.513482792,304,SI,10.1021/jacs.7b09496,2017,2017/11/8,ACS,Free Solvent Removed,TRUE,298.8,0.21927446,0.54,none,
1091,2017[Zr][csq]3[FSR]1,ja7b09973_si_002_11_FSR_pacman,-,[OH2][Zr]123([OH2])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([OH2])[OH2])([OH2])[OH2])([OH2])[OH2].[O]c1c(c2ccc(cc2)C(=O)[O-])c2ccc3c4c2c(c1c1ccc(cc1)C(=O)[O-])ccc4c(c(c3c1ccc(cc1)C(=O)[O-])[O])c1ccc(cc1)C(=O)[O-] MOFid-v1.csq.cat0;ja7b09973_si_002_11_FSR_pacman,29.73186,29.28279,29.73186,0.502145,3432.73,1546.98,3080.75,0,0,0,18177.9,0.8192,1.6314,4.43796,0.0002,0.000398291,3,csq,unnamed,csq,unnamed,1,3,-P 2a 2bc,52,Zr,No,N/A,PACMAN-DDEC6,11.68908539,0.80230223,0.04591503,0.895856102,0.07989294,0.949239031,0.06608166,0.001537356,0.51170351,558,SI,10.1021/jacs.7b09973,2017,2017/11/9,ACS,Free Solvent Removed,TRUE,434.5,0.9749818,0.88,strong,
1092,2017[Zr][csq]3[FSR]2,ja7b09973_si_002_6_FSR_pacman,-,"Oc1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])O)c1ccc(cc1)C(=O)[O-].[OH2][Zr]123([OH2])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([OH2])[OH2])([OH2])[OH2])([OH2])[OH2] MOFid-v1.csq,xly.cat0;ja7b09973_si_002_6_FSR_pacman",29.9898,29.4358,29.9874,0.476263,3514.48,1566.67,3289.51,0,0,0,18744.9,0.8356,1.75449,0,0,0,3,csq,unnamed,xly,unnamed,1,3,-P 6c 2c,194,Zr,No,N/A,PACMAN-DDEC6,11.78381758,0.794606431,0.029824376,0.881488425,0.052443805,0.939329481,0.064443266,0.001480531,0.511646461,546,SI,10.1021/jacs.7b09973,2017,2017/11/9,ACS,Free Solvent Removed,TRUE,428.6,0.9675046,0.84,unknown,
1093,2017[Zr][csq]3[FSR]3,ja7b09973_si_002_7_FSR_pacman,-,"Nc1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])N)c1ccc(cc1)C(=O)[O-].[OH2][Zr]123([OH2])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([OH2])[OH2])([OH2])[OH2])([OH2])[OH2] MOFid-v1.csq,xly.cat0;ja7b09973_si_002_7_FSR_pacman",30.24732,29.15594,30.24732,0.497465,3309.05,1543.59,3102.92,0,0,0,17750.1,0.828,1.66444,0,0,0,3,csq,unnamed,xly,unnamed,1,3,-P 6c 2c,194,Zr,No,N/A,PACMAN-DDEC6,11.50922452,0.807648412,0.053788638,0.902620528,0.08348875,0.963987947,0.084752008,0.000714176,0.361032211,558,SI,10.1021/jacs.7b09973,2017,2017/11/9,ACS,Free Solvent Removed,TRUE,424.6,0.9604934,0.79,strong,
1094,2017[Zr][csq]3[FSR]4,ja7b09973_si_002_8_FSR_pacman,-,"[OH2][Zr]123([OH2])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([OH2])[OH2])([OH2])[OH2])([OH2])[OH2].[O]c1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])[O])c1ccc(cc1)C(=O)[O-] MOFid-v1.csq,xly.cat0;ja7b09973_si_002_8_FSR_pacman",29.92853,29.07679,29.92853,0.49175,3355,1547.12,3146.15,0,0,0,18029.3,0.8314,1.6907,0,0,0,3,csq,unnamed,xly,unnamed,1,3,-P 6c 2c,194,Zr,No,N/A,PACMAN-DDEC6,12.02597213,0.809650753,0.019735291,0.899522727,0.041610827,0.962754848,0.050392703,0.001507569,0.455949622,534,SI,10.1021/jacs.7b09973,2017,2017/11/9,ACS,Free Solvent Removed,TRUE,432,0.9719398,0.86,strong,
1095,2018[Co][nan]3[FSR]9,ja7b13825_si_002_FSR_pacman,-,[Co].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-] MOFid-v1.unknown.cat0;ja7b13825_si_002_FSR_pacman,11.44135,10.88879,11.44056,1.18297,825.289,1570.52,1327.61,0,0,0,3411.46,0.6492,0.548789,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,P 61,169,Co,Yes,Co,PACMAN-DDEC6,17.33134833,0.703671827,0.01767237,0.776239902,0.028926731,0.829271263,0.035915368,0.001335545,0.342490636,216,SI,10.1021/jacs.7b13825,2018,2018/2/15,ACS,Free Solvent Removed,FALSE,263.1,0.92785114,0.180285714,weak,
1096,2018[Co][nan]3[FSR]10,ja7b13825_si_006_FSR_pacman,-,[Co].[O-]C(=O)c1cc(C(=O)[O-])c(cc1[O])[O] MOFid-v1.unknown.cat0;ja7b13825_si_006_FSR_pacman,11.11018,9.884,11.10863,1.18539,627.821,1596.25,1346.6,0,0,0,2481,0.6308,0.532146,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,P 65,170,Co,Yes,Co,PACMAN-DDEC6,17.33134833,0.700135751,0.017860142,0.776446225,0.028904959,0.827624306,0.036658861,0.001565092,0.445778039,162,SI,10.1021/jacs.7b13825,2018,2018/2/15,ACS,Free Solvent Removed,FALSE,245.3,0.9228232,0.180285714,weak,
1097,2018[Zn][pcu]3[FSR]15,ja8b02638_si_004_FSR_pacman,-,Cc1cc(cc(c1c1ccncc1)C)c1nc2c(s1)nc(s2)c1cc(C)c(c(c1)C)c1ccncc1.[O-]C(=O)c1ccc(s1)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;ja8b02638_si_004_FSR_pacman,6.0961,4.34676,6.0895,1.07991,886.168,1476.57,1367.31,0,0,0,3423.27,0.5704,0.528194,0,0,0,3,pcu,unnamed,pcu,unnamed,2,3,-C 2y,12,Zn,Yes,Zn,PACMAN-DDEC6,11.08765591,0.877949546,0.017878927,0.979799636,0.028646861,1.062215212,0.035694227,0.001558834,0.4455025,352,SI,10.1021/jacs.8b02638,2018,2018/5/4,ACS,Free Solvent Removed,TRUE,305.8,0.5748299,0.525211538,weak,
1098,2018[Zr][nan]3[FSR]3,ja8b04277_si_009_FSR_pacman,-,[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.unknown.cat0;ja8b04277_si_009_FSR_pacman,15.52353,8.15201,15.52353,0.565002,1609.91,2138.82,3785.5,0,0,0,5863.61,0.779,1.37876,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 2 2 3,200,Zr,No,N/A,PACMAN-DDEC6,11.74809725,0.814400559,0.018166328,0.901459367,0.029458764,0.955356474,0.036376731,0.00106259,0.412416116,218,SI,10.1021/jacs.8b04277,2018,2018/5/28,ACS,Free Solvent Removed,TRUE,381.1,0.34529307,0.887692308,unknown,
1099,2018[Zr][nan]3[FSR]4,ja8b07411_si_003_10_FSR_pacman,-,[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c(c1)c1cc(cc(c1[nH]2)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.unknown.cat0;ja8b07411_si_003_10_FSR_pacman,13.74408,7.17576,13.74408,0.70707,2418.43,2119.81,2998.03,0,0,0,8202.84,0.719,1.01687,2.28174,0.0002,0.000282857,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 2 2 3,200,Zr,No,N/A,PACMAN-DDEC6,11.96516128,0.8013847,0.026249022,0.896640709,0.054531454,0.968619593,0.062680336,0.001457483,0.406926886,406,SI,10.1021/jacs.8b07411,2018,2018/9/19,ACS,Free Solvent Removed,TRUE,344.8,0.8298907,0.66,weak,
1100,2018[Zr][nan]3[FSR]5,ja8b07411_si_003_5_FSR_pacman,-,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c(c1)c1cc(cc(c1[nH]2)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.unknown.cat0;ja8b07411_si_003_5_FSR_pacman,12.91193,7.01638,12.91193,0.753337,2278.71,2149.3,2853.04,0,0,0,7446.92,0.7024,0.932385,2.12042,0.0002,0.000265486,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 2 2 3,200,Zr,No,N/A,PACMAN-DDEC6,11.96470816,0.799564992,0.030250083,0.8930766,0.052777567,0.96372987,0.061244614,0.001459607,0.383694924,402,SI,10.1021/jacs.8b07411,2018,2018/9/19,ACS,Free Solvent Removed,TRUE,344.2,0.8637893,0.66,weak,
1101,2018[Fe][hcb]2[FSR]1,ja8b08032_si_002_FSR_pacman,-,N#C[C]1C(=O)[C]([O])C(=C(C1=O)[O])Cl.[Fe] MOFid-v1.hcb.cat0;ja8b08032_si_002_FSR_pacman,7.82632,5.83106,7.82632,0.772429,426.425,2816.45,3646.22,0,0,0,1090.72,0.7204,0.932642,0,0,0,2,hcb,unnamed,hcb,unnamed,1,2,-P 2 2 3,200,Fe,No,N/A,PACMAN-DDEC6,17.17772195,0.795720682,0.030279636,0.843141628,0.056765702,0.909460784,0.066420509,0.001579877,0.426785278,41,SI,10.1021/jacs.8b08032,2018,2018/9/10,ACS,Free Solvent Removed,FALSE,268.2,0.85905695,0.345,weak,
1102,2018[Zn][acs]3[FSR]1,ja8b08316_si_002_1_FSR_pacman,-,[O-]C(=O)C1CCC(C1(C)C)(C)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.acs.cat0;ja8b08316_si_002_1_FSR_pacman,6.42741,5.33782,6.42741,1.35647,193.647,906.818,668.513,3.70773,17.3627,12.7999,1093.35,0.512,0.37745,0,0,0,3,acs,unnamed,acs,unnamed,1,3,-P 2 2 3,200,Zn,No,N/A,PACMAN-DDEC6,9.799625618,0.917162881,0.038036387,0.969864461,0.084738412,1.033307094,0.079189267,0.000800441,0.433474648,178,SI,10.1021/jacs.8b08316,2018,2018/10/16,ACS,Free Solvent Removed,TRUE,416.2,0.8938373,0.39122964,weak,
1103,2018[Cd][sod]3[FSR]1,ja8b09631_si_002_FSR_pacman,-,[Cd].c1ccc2c(c1)N=C[N]2 MOFid-v1.sod.cat0;ja8b09631_si_002_FSR_pacman,5.75722,3.39104,5.53641,1.26217,687.695,628.253,497.755,316.957,289.561,229.414,6013.81,0.5494,0.43528,0,0,0,3,sod,unnamed,sod,unnamed,1,3,P 61 2 (0 0 -1),178,Cd,Yes,Cd,PACMAN-DDEC6,11.95403448,0.724744379,0.013077148,0.831553116,0.019246904,0.871206519,0.022103953,0.001696987,0.371784925,696,SI,10.1021/jacs.8b09631,2018,2018/11/7,ACS,Free Solvent Removed,FALSE,381.7,0.627651,0.626580442,none,
1104,2018[Cd][sod]3[FSR]2,ja8b09631_si_003_FSR_pacman,-,[Cd].c1ccc2c(c1)N=C[N]2 MOFid-v1.sod.cat0;ja8b09631_si_003_FSR_pacman,4.79079,2.8376,4.79041,1.38339,0,0,0,313.866,628.548,454.353,2555.67,0.5118,0.36996,0,0,0,3,sod,unnamed,sod,unnamed,1,3,P 65 2 (0 0 1),179,Cd,Yes,Cd,PACMAN-DDEC6,11.95403448,0.731263347,0.020765447,0.816093414,0.046701631,0.849278988,0.0535181,0.001701036,0.369611387,348,SI,10.1021/jacs.8b09631,2018,2018/11/7,ACS,Free Solvent Removed,FALSE,366,0.56143844,0.626580442,weak,
1105,2019[Cu][gar]3[FSR]1,ja8b13463_si_002_FSR_pacman,-,NC1=NC=NC2=NC=N[C]12.[Cu].[Cu]1[OH]2[Cu][OH]3[Cu]4562[OH]1[Cu][OH]6[Cu][OH]5[Cu][OH]4[Cu]3 MOFid-v1.gar.cat0;ja8b13463_si_002_FSR_pacman,8.37218,6.14771,8.37207,1.25702,2838.14,1856.08,1476.56,0,0,0,9309.21,0.6088,0.484318,0,0,0,3,gar,unnamed,gar,unnamed,1,3,P 61 2 (0 0 -1),178,Cu,Yes,Cu,PACMAN-DDEC6,13.84591005,0.753952809,0.025203574,0.857897957,0.047025557,0.90880693,0.0563609,0.001236834,0.320559902,836,SI,10.1021/jacs.8b13463,2019,2019/2/18,ACS,Free Solvent Removed,TRUE,367.3,0.47359565,0.682083333,none,
1106,2019[Cr][acs]3[FSR]1,ja8b13710_si_003_FSR_pacman,-,"[O-]C(=O)c1ccc(cc1)c1cc2c(cc1c1ccc(cc1)C(=O)[O-])C1c3c(C2c2c1cc(c(c2)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])cc(c(c3)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O][Cr][O]([Cr][O])[Cr][O] MOFid-v1.acs,ERROR.cat0;ja8b13710_si_003_FSR_pacman",14.0702,11.61161,14.0702,0.538843,773.752,2111.86,3919.25,0,0,0,2868.78,0.783,1.45311,0,0,0,3,acs,unnamed,unnamed,unnamed,1,3,"-R 3 2""c",167,Cr,No,N/A,PACMAN-DDEC6,10.52120513,0.898027263,0.01172856,0.980493646,0.024241894,1.046975912,0.030073476,0.001281964,0.309320524,113,SI,10.1021/jacs.8b13710,2019,2019/2/8,ACS,Free Solvent Removed,TRUE,364.4,0.13573569,0.663076923,weak,
1107,2019[Cu][tbo]3[FSR]1,ja9b02114_si_006_FSR_pacman,-,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH2][Cu][Cu][OH2] MOFid-v1.tbo.cat0;ja9b02114_si_006_FSR_pacman,11.04136,4.02149,11.04136,0.965212,886.774,1955.67,2026.16,0,0,0,3066.14,0.6762,0.700571,0,0,0,3,tbo,unnamed,tbo,unnamed,1,3,-C 2yc,15,Cu,No,N/A,PACMAN-DDEC6,13.727435,0.815140903,0.03055032,0.895252813,0.063040052,0.956056039,0.073899779,0.001344711,0.331804369,192,SI,10.1021/jacs.9b02114,2019,2019/4/5,ACS,Free Solvent Removed,TRUE,275.5,0.90277433,0.368089947,superstrong_high_loading,
1108,2019[Zn][cag]3[FSR]1,ja9b03234_si_006_FSR_pacman,-,C1=C[N]C=N1.C1=N[CH]C=N1.[Zn] MOFid-v1.cag.cat0;ja9b03234_si_006_FSR_pacman,5.03312,2.6658,5.00101,1.21021,0,0,0,265.346,605.746,500.532,2391.75,0.546,0.451163,0,0,0,3,cag,unnamed,cag,unnamed,1,3,-C 2yc,15,Zn,No,N/A,PACMAN-DDEC6,11.73639059,0.832310996,0.014150957,0.92889313,0.026021298,1.036037238,0.033247034,0.00163376,0.259307517,272,SI,10.1021/jacs.9b03234,2019,2019/5/31,ACS,Free Solvent Removed,TRUE,391.6,0.23279032,0.909574468,weak,
1109,2019[Zn][cag]3[FSR]2,ja9b03234_si_007_FSR_pacman,-,C1=C[N]C=N1.C1=N[CH]C=N1.[Zn] MOFid-v1.cag.cat0;ja9b03234_si_007_FSR_pacman,4.93973,2.58182,4.87413,1.24583,0,0,0,237.491,558.115,447.987,2298.68,0.5402,0.433607,0,0,0,3,cag,unnamed,cag,unnamed,1,3,-C 2yc,15,Zn,No,N/A,PACMAN-DDEC6,11.73639059,0.826604413,0.007110072,0.929399199,0.014010731,1.035450817,0.010722634,0.001526353,0.394528453,272,SI,10.1021/jacs.9b03234,2019,2019/5/31,ACS,Free Solvent Removed,TRUE,390.3,0.21209058,0.909574468,weak,
1110,2019[Co][nan]3[FSR]9,ja9b03422_si_002_FSR_pacman,-,O=C1C(=O)C(=O)C1=O.[Co].[OH] MOFid-v1.unknown.cat0;ja9b03422_si_002_FSR_pacman,4.13692,3.80839,4.13692,2.1984,17.7015,538.87,245.12,0,0,0,121.411,0.3696,0.168123,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 6c 2c,194,Co,No,N/A,PACMAN-DDEC6,18.90848109,0.713990961,0.041067425,0.774394646,0.061864021,0.840508832,0.071994367,0.001387539,0.391443083,23,SI,10.1021/jacs.9b03422,2019,2019/5/15,ACS,Free Solvent Removed,TRUE,275.1,0.6601127,0.49,strong,
1111,2019[Zn][nan]3[FSR]9,ja9b04432_si_003_FSR_pacman,-,[O-]C(=O)c1ccc(cc1)c1ccc(c(c1)[O])C(=O)[O-].[OH].[Zn] MOFid-v1.unknown.cat0;ja9b04432_si_003_FSR_pacman,11.52189,10.02524,11.52189,0.956305,961.166,1716.96,1795.41,0,0,0,3771.98,0.6738,0.704587,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 6c 2c,194,Zn,Yes,Zn,PACMAN-DDEC6,13.432324,0.75381642,0.043523751,0.839493435,0.065682965,0.884939821,0.075409909,0.001298892,0.392840792,240,SI,10.1021/jacs.9b04432,2019,2019/6/14,ACS,Free Solvent Removed,FALSE,398.4,0.96365416,0.759374471,weak,
1112,2019[Th][bcu]3[FSR]1,ja9b04737_si_003_FSR_pacman,-,Cc1cc(ccc1c1ccc(cc1C)C(=O)[O-])C(=O)[O-].[O][Th]123([O])[O]4[Th]56([O]3[Th]37([O]2[Th]28([O]1[Th]14([O]6[Th]([O]53)([O]21)([O]78)([O])[O])([O])[O])[O])([O])[O])[O] MOFid-v1.bcu.cat0;ja9b04737_si_003_FSR_pacman,14.11193,13.61913,14.11193,0.959666,2011.45,2111.06,2199.78,0,0,0,7207.11,0.7564,0.788191,7.62254,0.0008,0.000833624,3,bcu,unnamed,bcu,unnamed,1,3,P 1,1,Th,No,N/A,PACMAN-DDEC6,18.11364395,0.578031056,0.005727063,0.639094896,0.007774249,0.682418873,0.006990562,0.001443467,0.403884305,304,SI,10.1021/jacs.9b04737,2019,2019/6/20,ACS,Free Solvent Removed,TRUE,296.5,0.2329739,0.54,none,
1113,2019[Np][shp]3[FSR]1,ja9b06187_si_002_FSR_pacman,-,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O][Np]12([O])O[Np]34([O])(F)O[Np]56([O])(F)O[Np]78([O])(F)O[Np]9%10(O[Np]%11%12(O[Np]%13([O]2[Np]2%14(O[Np]%15(O1)([O]4[Np](O5)([O])([O])O[Np]1(O%15)([O]6[Np](O7)([O])([O])O[Np]4(O1)([O]8[Np](O[Np]1(O[Np](O2)([O])(F)(O[Np](O%12)([O]91)([O])[O])[O]%11[Np](O%14)(O%13)([O])[O])(O4)[O])(O%10)([O])[O])[O])[O])[O])([O])F)(O3)[O])[O])([O])F MOFid-v1.shp.cat0;ja9b06187_si_002_FSR_pacman,10.08777,5.49713,8.36313,1.65342,1541.77,2222.47,1344.17,0.277106,0.399449,0.241589,4591.04,0.6618,0.400261,0,0,0,3,shp,unnamed,shp,unnamed,1,3,P 1,1,Np,No,N/A,PACMAN-DDEC6,26.77311542,0.450766421,0.046245074,0.488144279,0.064042067,0.509084343,0.077712362,0.0013244,0.378192465,258,SI,10.1021/jacs.9b06187,2019,2019/7/22,ACS,Free Solvent Removed,TRUE,558.6,0.7389901,0.37,unknown,
1114,2019[Cu][lcv]3[FSR]1,ja9b06500_si_003_FSR_pacman,-,[Cu].[O-]C(=O)C(n1cnnc1)Cc1cnc[nH]1 MOFid-v1.lcv.cat0;ja9b06500_si_003_FSR_pacman,8.44171,5.79866,8.44171,1.14002,1138.71,1368.88,1200.75,0,0,0,4505.32,0.5416,0.475078,0,0,0,3,lcv,unnamed,lcv,unnamed,1,3,-P 2y,10,Cu,Yes,Cu,PACMAN-DDEC6,10.12572,0.947927472,0.022151683,1.075873921,0.044008532,1.146942782,0.053573593,0.001423385,0.502449099,564,SI,10.1021/jacs.9b06500,2019,2019/8/20,ACS,Free Solvent Removed,TRUE,352.1,0.37089226,0.76417303,none,
1115,2019[Cu][lcv]3[FSR]2,ja9b06500_si_004_FSR_pacman,-,[Cu].[O-]C(=O)C(n1cnnc1)Cc1cnc[nH]1 MOFid-v1.lcv.cat0;ja9b06500_si_004_FSR_pacman,8.21851,5.30741,8.21851,1.25373,895.293,1100.31,877.629,0,0,0,3842.16,0.4722,0.376636,0,0,0,3,lcv,unnamed,lcv,unnamed,1,3,"-R 3 2""c",167,Cu,No,N/A,PACMAN-DDEC6,9.659233962,0.978719433,0.035974995,1.102449895,0.074394669,1.175552955,0.080845078,0.001850051,0.495995755,636,SI,10.1021/jacs.9b06500,2019,2019/8/20,ACS,Free Solvent Removed,FALSE,unknown,unknown,unknown,none,
